fecha_aplicacion,jurisdiccion_aplicacion_id,aplicadas,csumaplicadas,labeldistrito
2021-02-05,74,431,4063,San Luis
2021-02-05,78,395,3147,Santa Cruz
2021-02-05,82,1089,24056,Santa Fe
2021-02-05,86,90,6306,S del Estero
2021-02-05,90,505,11540,Tucuman
2021-02-05,94,375,1853,T del Fuego
2021-02-06,2,300,34450,CABA
2021-02-06,6,610,122292,Buenos Aires
2021-02-06,10,213,3562,Catamarca
2021-02-06,14,167,26453,Cordoba
2021-02-06,18,51,7969,Corrientes
2021-02-06,22,1,8395,Chaco
2021-02-06,26,69,3700,Chubut
2021-02-06,34,1,3478,Formosa
2021-02-06,38,706,5836,Jujuy
2021-02-06,50,18,12254,Mendoza
2021-02-06,54,2,5859,Misiones
2021-02-06,66,3,9966,Salta
2021-02-06,78,317,3464,Santa Cruz
2021-02-06,82,586,24642,Santa Fe
2021-02-06,86,34,6340,S del Estero
2021-02-07,2,376,34826,CABA
2021-02-07,6,165,122457,Buenos Aires
2021-02-07,10,1,3563,Catamarca
2021-02-07,18,10,7979,Corrientes
2021-02-07,26,1,3701,Chubut
2021-02-07,30,2,10787,Entre Rios
2021-02-07,58,1,7452,Neuquen
2021-02-07,66,10,9976,Salta
2021-02-07,82,3,24645,Santa Fe
2021-02-07,86,2,6342,S del Estero
2021-02-08,2,1256,36082,CABA
2021-02-08,6,8803,131260,Buenos Aires
2021-02-08,10,239,3802,Catamarca
2021-02-08,14,501,26954,Cordoba
2021-02-08,18,77,8056,Corrientes
2021-02-08,22,99,8494,Chaco
2021-02-08,26,190,3891,Chubut
2021-02-08,30,687,11474,Entre Rios
2021-02-08,34,404,3882,Formosa
2021-02-08,38,301,6137,Jujuy
2021-02-08,42,7,3871,La Pampa
2021-02-08,46,339,4119,La Rioja
2021-02-08,50,328,12582,Mendoza
2021-02-08,54,83,5942,Misiones
2021-02-08,58,36,7488,Neuquen
2021-02-08,62,190,6154,Rio Negro
2021-02-08,66,96,10072,Salta
2021-02-08,70,221,5686,San Juan
2021-02-08,74,354,4417,San Luis
2021-02-08,78,122,3586,Santa Cruz
2021-02-08,82,1702,26347,Santa Fe
2021-02-08,86,171,6513,S del Estero
2021-02-08,90,223,11763,Tucuman
2021-02-08,94,54,1907,T del Fuego
2021-02-09,2,2179,38261,CABA
2021-02-09,6,7873,139133,Buenos Aires
2021-02-09,10,222,4024,Catamarca
2021-02-09,14,279,27233,Cordoba
2021-02-09,18,47,8103,Corrientes
2021-02-09,22,99,8593,Chaco
2021-02-09,26,190,4081,Chubut
2021-02-09,30,158,11632,Entre Rios
2021-02-09,34,17,3899,Formosa
2021-02-09,38,389,6526,Jujuy
2021-02-09,46,116,4235,La Rioja
2021-02-09,50,328,12910,Mendoza
2021-02-09,54,79,6021,Misiones
2021-02-09,58,26,7514,Neuquen
2021-02-09,66,62,10134,Salta
2021-02-09,70,225,5911,San Juan
2021-02-09,74,338,4755,San Luis
2021-02-09,78,144,3730,Santa Cruz
2021-02-09,82,1362,27709,Santa Fe
2021-02-09,86,15,6528,S del Estero
2021-02-09,90,135,11898,Tucuman
2021-02-10,2,1281,39542,CABA
2021-02-10,6,6154,145287,Buenos Aires
2021-02-10,10,2,4026,Catamarca
2021-02-10,14,117,27350,Cordoba
2021-02-10,18,56,8159,Corrientes
2021-02-10,22,168,8761,Chaco
2021-02-10,26,133,4214,Chubut
2021-02-10,30,256,11888,Entre Rios
2021-02-10,34,9,3908,Formosa
2021-02-10,38,349,6875,Jujuy
2021-02-10,42,6,3877,La Pampa
2021-02-10,46,3,4238,La Rioja
2021-02-10,50,613,13523,Mendoza
2021-02-10,54,37,6058,Misiones
2021-02-10,62,6,6160,Rio Negro
2021-02-10,66,26,10160,Salta
2021-02-10,70,246,6157,San Juan
2021-02-10,74,178,4933,San Luis
2021-02-10,78,127,3857,Santa Cruz
2021-02-10,82,1091,28800,Santa Fe
2021-02-10,86,17,6545,S del Estero
2021-02-10,90,144,12042,Tucuman
2021-02-11,2,1325,40867,CABA
2021-02-11,6,468,145755,Buenos Aires
2021-02-11,10,21,4047,Catamarca
2021-02-11,14,70,27420,Cordoba
2021-02-11,18,137,8296,Corrientes
2021-02-11,22,196,8957,Chaco
2021-02-11,26,160,4374,Chubut
2021-02-11,30,75,11963,Entre Rios
2021-02-11,34,9,3917,Formosa
2021-02-11,46,240,4478,La Rioja
2021-02-11,50,597,14120,Mendoza
2021-02-11,54,3,6061,Misiones
2021-02-11,62,6,6166,Rio Negro
2021-02-11,66,15,10175,Salta
2021-02-11,70,241,6398,San Juan
2021-02-11,74,65,4998,San Luis
2021-02-11,78,35,3892,Santa Cruz
2021-02-11,82,892,29692,Santa Fe
2021-02-11,86,11,6556,S del Estero
2021-02-11,90,108,12150,Tucuman
2021-02-11,94,1,1908,T del Fuego
2021-02-12,2,1105,41972,CABA
2021-02-12,6,872,146627,Buenos Aires
2021-02-12,10,80,4127,Catamarca
2021-02-12,14,46,27466,Cordoba
2021-02-12,18,102,8398,Corrientes
2021-02-12,22,107,9064,Chaco
2021-02-12,26,74,4448,Chubut
2021-02-12,30,100,12063,Entre Rios
2021-02-12,38,90,6965,Jujuy
2021-02-12,42,33,3910,La Pampa
2021-02-12,46,60,4538,La Rioja
2021-02-12,50,409,14529,Mendoza
2021-02-12,54,18,6079,Misiones
2021-02-12,66,20,10195,Salta
2021-02-12,70,230,6628,San Juan
2021-02-12,74,83,5081,San Luis
2021-02-12,78,24,3916,Santa Cruz
2021-02-12,82,668,30360,Santa Fe
2021-02-12,86,11,6567,S del Estero
2021-02-12,90,117,12267,Tucuman
2021-02-12,94,13,1921,T del Fuego
2021-02-13,2,29,42001,CABA
2021-02-13,6,223,146850,Buenos Aires
2021-02-13,14,1,27467,Cordoba
2021-02-13,18,6,8404,Corrientes
2021-02-13,22,11,9075,Chaco
2021-02-13,26,50,4498,Chubut
2021-02-13,30,6,12069,Entre Rios
2021-02-13,34,4,3921,Formosa
2021-02-13,38,1,6966,Jujuy
2021-02-13,46,3,4541,La Rioja
2021-02-13,50,24,14553,Mendoza
2021-02-13,54,1,6080,Misiones
2021-02-13,66,1,10196,Salta
2021-02-13,86,3,6570,S del Estero
2021-02-14,2,1,42002,CABA
2021-02-14,6,1,146851,Buenos Aires
2021-02-14,18,3,8407,Corrientes
2021-02-14,30,10,12079,Entre Rios
2021-02-14,34,1,3922,Formosa
2021-02-14,42,1,3911,La Pampa
2021-02-14,54,1,6081,Misiones
2021-02-14,66,1,10197,Salta
2021-02-14,82,5,30365,Santa Fe
2021-02-15,2,50,42052,CABA
2021-02-15,6,970,147821,Buenos Aires
2021-02-15,10,1,4128,Catamarca
2021-02-15,14,5,27472,Cordoba
2021-02-15,18,7,8414,Corrientes
2021-02-15,22,19,9094,Chaco
2021-02-15,30,1,12080,Entre Rios
2021-02-15,34,1,3923,Formosa
2021-02-15,42,4,3915,La Pampa
2021-02-15,46,3,4544,La Rioja
2021-02-15,50,6,14559,Mendoza
2021-02-15,54,2,6083,Misiones
2021-02-15,58,1,7515,Neuquen
2021-02-15,62,1,6167,Rio Negro
2021-02-15,66,2,10199,Salta
2021-02-15,74,6,5087,San Luis
2021-02-15,78,1,3917,Santa Cruz
2021-02-16,2,7,42059,CABA
2021-02-16,6,551,148372,Buenos Aires
2021-02-16,14,264,27736,Cordoba
2021-02-16,18,13,8427,Corrientes
2021-02-16,22,6,9100,Chaco
2021-02-16,26,19,4517,Chubut
2021-02-16,30,1,12081,Entre Rios
2021-02-16,34,6,3929,Formosa
2021-02-16,42,59,3974,La Pampa
2021-02-16,46,20,4564,La Rioja
2021-02-16,50,2,14561,Mendoza
2021-02-16,54,5,6088,Misiones
2021-02-16,62,1,6168,Rio Negro
2021-02-16,66,76,10275,Salta
2021-02-16,70,1,6629,San Juan
2021-02-16,82,6,30371,Santa Fe
2021-02-17,2,2080,44139,CABA
2021-02-17,6,3732,152104,Buenos Aires
2021-02-17,10,182,4310,Catamarca
2021-02-17,14,4498,32234,Cordoba
2021-02-17,18,59,8486,Corrientes
2021-02-17,22,789,9889,Chaco
2021-02-17,26,228,4745,Chubut
2021-02-17,30,32,12113,Entre Rios
2021-02-17,34,27,3956,Formosa
2021-02-17,38,924,7890,Jujuy
2021-02-17,42,1427,5401,La Pampa
2021-02-17,46,112,4676,La Rioja
2021-02-17,50,367,14928,Mendoza
2021-02-17,54,4,6092,Misiones
2021-02-17,58,1210,8725,Neuquen
2021-02-17,62,47,6215,Rio Negro
2021-02-17,66,1698,11973,Salta
2021-02-17,70,155,6784,San Juan
2021-02-17,74,211,5298,San Luis
2021-02-17,78,301,4218,Santa Cruz
2021-02-17,82,1232,31603,Santa Fe
2021-02-17,86,55,6625,S del Estero
2021-02-17,90,290,12557,Tucuman
2021-02-17,94,23,1944,T del Fuego
2021-02-18,2,5534,49673,CABA
2021-02-18,6,21926,174030,Buenos Aires
2021-02-18,10,516,4826,Catamarca
2021-02-18,14,6524,38758,Cordoba
2021-02-18,18,107,8593,Corrientes
2021-02-18,22,1661,11550,Chaco
2021-02-18,26,275,5020,Chubut
2021-02-18,30,641,12754,Entre Rios
2021-02-18,34,44,4000,Formosa
2021-02-18,38,869,8759,Jujuy
2021-02-18,42,1233,6634,La Pampa
2021-02-18,46,253,4929,La Rioja
2021-02-18,50,444,15372,Mendoza
2021-02-18,54,1057,7149,Misiones
2021-02-18,58,2141,10866,Neuquen
2021-02-18,62,161,6376,Rio Negro
2021-02-18,66,2264,14237,Salta
2021-02-18,70,484,7268,San Juan
2021-02-18,74,67,5365,San Luis
2021-02-18,78,459,4677,Santa Cruz
2021-02-18,82,3429,35032,Santa Fe
2021-02-18,86,653,7278,S del Estero
2021-02-18,90,1547,14104,Tucuman
2021-02-18,94,58,2002,T del Fuego
2021-02-19,2,5302,54975,CABA
2021-02-19,6,25054,199084,Buenos Aires
2021-02-19,10,305,5131,Catamarca
2021-02-19,14,7248,46006,Cordoba
2021-02-19,18,400,8993,Corrientes
2021-02-19,22,1537,13087,Chaco
2021-02-19,26,349,5369,Chubut
2021-02-19,30,1417,14171,Entre Rios
2021-02-19,34,87,4087,Formosa
2021-02-19,38,922,9681,Jujuy
2021-02-19,42,248,6882,La Pampa
2021-02-19,46,287,5216,La Rioja
2021-02-19,50,676,16048,Mendoza
2021-02-19,54,2637,9786,Misiones
2021-02-19,58,1665,12531,Neuquen
2021-02-19,62,1630,8006,Rio Negro
2021-02-19,66,2362,16599,Salta
2021-02-19,70,469,7737,San Juan
2021-02-19,74,681,6046,San Luis
2021-02-19,78,708,5385,Santa Cruz
2021-02-19,82,3702,38734,Santa Fe
2021-02-19,86,787,8065,S del Estero
2021-02-19,90,1697,15801,Tucuman
2021-02-19,94,269,2271,T del Fuego
2021-02-20,2,1223,56198,CABA
2021-02-20,6,19459,218543,Buenos Aires
2021-02-20,10,209,5340,Catamarca
2021-02-20,14,4903,50909,Cordoba
2021-02-20,18,244,9237,Corrientes
2021-02-20,22,530,13617,Chaco
2021-02-20,26,98,5467,Chubut
2021-02-20,30,113,14284,Entre Rios
2021-02-20,34,38,4125,Formosa
2021-02-20,38,742,10423,Jujuy
2021-02-20,42,2,6884,La Pampa
2021-02-20,46,1,5217,La Rioja
2021-02-20,50,12,16060,Mendoza
2021-02-20,54,789,10575,Misiones
2021-02-20,58,631,13162,Neuquen
2021-02-20,62,787,8793,Rio Negro
2021-02-20,66,463,17062,Salta
2021-02-20,78,199,5584,Santa Cruz
2021-02-20,82,460,39194,Santa Fe
2021-02-20,86,208,8273,S del Estero
2021-02-20,90,29,15830,Tucuman
2021-02-21,2,832,57030,CABA
2021-02-21,6,17879,236422,Buenos Aires
2021-02-21,14,78,50987,Cordoba
2021-02-21,18,143,9380,Corrientes
2021-02-21,22,8,13625,Chaco
2021-02-21,26,128,5595,Chubut
2021-02-21,30,2,14286,Entre Rios
2021-02-21,34,767,4892,Formosa
2021-02-21,38,1,10424,Jujuy
2021-02-21,42,1,6885,La Pampa
2021-02-21,46,1,5218,La Rioja
2021-02-21,50,1,16061,Mendoza
2021-02-21,54,22,10597,Misiones
2021-02-21,58,183,13345,Neuquen
2021-02-21,62,2,8795,Rio Negro
2021-02-21,66,21,17083,Salta
2021-02-21,70,16,7753,San Juan
2021-02-21,78,3,5587,Santa Cruz
2021-02-21,82,59,39253,Santa Fe
2021-02-21,86,29,8302,S del Estero
2021-02-21,94,1,2272,T del Fuego
2021-02-22,2,9548,66578,CABA
2021-02-22,6,28200,264622,Buenos Aires
2021-02-22,10,299,5639,Catamarca
2021-02-22,14,4856,55843,Cordoba
2021-02-22,18,1564,10944,Corrientes
2021-02-22,22,1811,15436,Chaco
2021-02-22,26,351,5946,Chubut
2021-02-22,30,1522,15808,Entre Rios
2021-02-22,34,552,5444,Formosa
2021-02-22,38,171,10595,Jujuy
2021-02-22,42,880,7765,La Pampa
2021-02-22,46,970,6188,La Rioja
2021-02-22,50,500,16561,Mendoza
2021-02-22,54,1238,11835,Misiones
2021-02-22,58,680,14025,Neuquen
2021-02-22,62,1432,10227,Rio Negro
2021-02-22,66,1210,18293,Salta
2021-02-22,70,310,8063,San Juan
2021-02-22,74,856,6902,San Luis
2021-02-22,78,645,6232,Santa Cruz
2021-02-22,82,5891,45144,Santa Fe
2021-02-22,86,257,8559,S del Estero
2021-02-22,90,1950,17780,Tucuman
2021-02-22,94,283,2555,T del Fuego
2021-02-23,2,9744,76322,CABA
2021-02-23,6,31369,295991,Buenos Aires
2021-02-23,10,427,6066,Catamarca
2021-02-23,14,6392,62235,Cordoba
2021-02-23,18,1382,12326,Corrientes
2021-02-23,22,1927,17363,Chaco
2021-02-23,26,410,6356,Chubut
2021-02-23,30,1479,17287,Entre Rios
2021-02-23,34,1741,7185,Formosa
2021-02-23,38,315,10910,Jujuy
2021-02-23,42,1290,9055,La Pampa
2021-02-23,46,892,7080,La Rioja
2021-02-23,50,337,16898,Mendoza
2021-02-23,54,5562,17397,Misiones
2021-02-23,58,2689,16714,Neuquen
2021-02-23,62,2782,13009,Rio Negro
2021-02-23,66,3415,21708,Salta
2021-02-23,70,302,8365,San Juan
2021-02-23,74,1023,7925,San Luis
2021-02-23,78,380,6612,Santa Cruz
2021-02-23,82,6533,51677,Santa Fe
2021-02-23,86,298,8857,S del Estero
2021-02-23,90,2048,19828,Tucuman
2021-02-23,94,252,2807,T del Fuego
2021-02-24,2,9896,86218,CABA
2021-02-24,6,35098,331089,Buenos Aires
2021-02-24,10,677,6743,Catamarca
2021-02-24,14,5000,67235,Cordoba
2021-02-24,18,1082,13408,Corrientes
2021-02-24,22,1665,19028,Chaco
2021-02-24,26,667,7023,Chubut
2021-02-24,30,1666,18953,Entre Rios
2021-02-24,34,2705,9890,Formosa
2021-02-24,38,1052,11962,Jujuy
2021-02-24,42,863,9918,La Pampa
2021-02-24,46,975,8055,La Rioja
2021-02-24,50,706,17604,Mendoza
2021-02-24,54,3492,20889,Misiones
2021-02-24,58,1830,18544,Neuquen
2021-02-24,62,2446,15455,Rio Negro
2021-02-24,66,4312,26020,Salta
2021-02-24,70,1361,9726,San Juan
2021-02-24,74,987,8912,San Luis
2021-02-24,78,897,7509,Santa Cruz
2021-02-24,82,5598,57275,Santa Fe
2021-02-24,86,631,9488,S del Estero
2021-02-24,90,3732,23560,Tucuman
2021-02-24,94,151,2958,T del Fuego
2021-02-25,2,10073,96291,CABA
2021-02-25,6,19300,350389,Buenos Aires
2021-02-25,10,586,7329,Catamarca
2021-02-25,14,5705,72940,Cordoba
2021-02-25,18,811,14219,Corrientes
2021-02-25,22,1347,20375,Chaco
2021-02-25,26,986,8009,Chubut
2021-02-25,30,2459,21412,Entre Rios
2021-02-25,38,850,12812,Jujuy
2021-02-25,42,584,10502,La Pampa
2021-02-25,46,1103,9158,La Rioja
2021-02-25,50,818,18422,Mendoza
2021-02-25,54,3050,23939,Misiones
2021-02-25,58,1391,19935,Neuquen
2021-02-25,62,1596,17051,Rio Negro
2021-02-25,66,3808,29828,Salta
2021-02-25,70,1434,11160,San Juan
2021-02-25,74,1490,10402,San Luis
2021-02-25,78,866,8375,Santa Cruz
2021-02-25,82,5299,62574,Santa Fe
2021-02-25,86,753,10241,S del Estero
2021-02-25,90,3735,27295,Tucuman
2021-02-25,94,106,3064,T del Fuego
2021-02-26,2,9643,105934,CABA
2021-02-26,6,18050,368439,Buenos Aires
2021-02-26,10,306,7635,Catamarca
2021-02-26,14,9612,82552,Cordoba
2021-02-26,18,1226,15445,Corrientes
2021-02-26,22,1149,21524,Chaco
2021-02-26,26,574,8583,Chubut
2021-02-26,30,1958,23370,Entre Rios
2021-02-26,34,2443,12333,Formosa
2021-02-26,38,2086,14898,Jujuy
2021-02-26,42,395,10897,La Pampa
2021-02-26,46,955,10113,La Rioja
2021-02-26,50,1342,19764,Mendoza
2021-02-26,54,1696,25635,Misiones
2021-02-26,58,1637,21572,Neuquen
2021-02-26,62,1209,18260,Rio Negro
2021-02-26,66,3079,32907,Salta
2021-02-26,70,1298,12458,San Juan
2021-02-26,74,2055,12457,San Luis
2021-02-26,78,459,8834,Santa Cruz
2021-02-26,82,4652,67226,Santa Fe
2021-02-26,86,743,10984,S del Estero
2021-02-26,90,4154,31449,Tucuman
2021-02-26,94,83,3147,T del Fuego
2021-02-27,2,1654,107588,CABA
2021-02-27,6,1017,369456,Buenos Aires
2021-02-27,10,162,7797,Catamarca
2021-02-27,14,3281,85833,Cordoba
2021-02-27,18,627,16072,Corrientes
2021-02-27,22,133,21657,Chaco
2021-02-27,26,269,8852,Chubut
2021-02-27,30,442,23812,Entre Rios
2021-02-27,38,1722,16620,Jujuy
2021-02-27,42,139,11036,La Pampa
2021-02-27,46,93,10206,La Rioja
2021-02-27,50,537,20301,Mendoza
2021-02-27,54,479,26114,Misiones
2021-02-27,58,298,21870,Neuquen
2021-02-27,62,474,18734,Rio Negro
2021-02-27,66,49,32956,Salta
2021-02-27,70,1,12459,San Juan
2021-02-27,78,52,8886,Santa Cruz
2021-02-27,82,675,67901,Santa Fe
2021-02-27,86,3780,14764,S del Estero
2021-02-27,90,24,31473,Tucuman
2021-02-28,2,481,108069,CABA
2021-02-28,6,281,369737,Buenos Aires
2021-02-28,10,63,7860,Catamarca
2021-02-28,14,4,85837,Cordoba
2021-02-28,18,66,16138,Corrientes
2021-02-28,22,35,21692,Chaco
2021-02-28,26,172,9024,Chubut
2021-02-28,30,365,24177,Entre Rios
2021-02-28,38,53,16673,Jujuy
2021-02-28,42,19,11055,La Pampa
2021-02-28,50,10,20311,Mendoza
2021-02-28,54,136,26250,Misiones
2021-02-28,66,7,32963,Salta
2021-02-28,70,2,12461,San Juan
2021-02-28,74,1,12458,San Luis
2021-02-28,82,41,67942,Santa Fe
2021-02-28,86,4054,18818,S del Estero
2021-02-28,94,22,3169,T del Fuego
2021-03-01,2,8332,116401,CABA
2021-03-01,6,28595,398332,Buenos Aires
2021-03-01,10,328,8188,Catamarca
2021-03-01,14,5016,90853,Cordoba
2021-03-01,18,1363,17501,Corrientes
2021-03-01,22,2340,24032,Chaco
2021-03-01,26,805,9829,Chubut
2021-03-01,30,1368,25545,Entre Rios
2021-03-01,34,79,12412,Formosa
2021-03-01,38,1509,18182,Jujuy
2021-03-01,42,235,11290,La Pampa
2021-03-01,46,538,10744,La Rioja
2021-03-01,50,3260,23571,Mendoza
2021-03-01,54,811,27061,Misiones
2021-03-01,58,166,22036,Neuquen
2021-03-01,62,544,19278,Rio Negro
2021-03-01,66,1202,34165,Salta
2021-03-01,70,434,12895,San Juan
2021-03-01,74,985,13443,San Luis
2021-03-01,78,461,9347,Santa Cruz
2021-03-01,82,5058,73000,Santa Fe
2021-03-01,86,219,19037,S del Estero
2021-03-01,90,3431,34904,Tucuman
2021-03-01,94,263,3432,T del Fuego
2021-03-02,2,7973,124374,CABA
2021-03-02,6,28958,427290,Buenos Aires
2021-03-02,10,978,9166,Catamarca
2021-03-02,14,4618,95471,Cordoba
2021-03-02,18,1529,19030,Corrientes
2021-03-02,22,2148,26180,Chaco
2021-03-02,26,914,10743,Chubut
2021-03-02,30,797,26342,Entre Rios
2021-03-02,34,1338,13750,Formosa
2021-03-02,38,1880,20062,Jujuy
2021-03-02,42,283,11573,La Pampa
2021-03-02,46,662,11406,La Rioja
2021-03-02,50,3099,26670,Mendoza
2021-03-02,54,731,27792,Misiones
2021-03-02,58,47,22083,Neuquen
2021-03-02,62,775,20053,Rio Negro
2021-03-02,66,1133,35298,Salta
2021-03-02,70,296,13191,San Juan
2021-03-02,74,565,14008,San Luis
2021-03-02,78,396,9743,Santa Cruz
2021-03-02,82,5565,78565,Santa Fe
2021-03-02,86,157,19194,S del Estero
2021-03-02,90,3323,38227,Tucuman
2021-03-02,94,356,3788,T del Fuego
2021-03-03,2,7455,131829,CABA
2021-03-03,6,16697,443987,Buenos Aires
2021-03-03,10,733,9899,Catamarca
2021-03-03,14,7904,103375,Cordoba
2021-03-03,18,1376,20406,Corrientes
2021-03-03,22,2988,29168,Chaco
2021-03-03,26,977,11720,Chubut
2021-03-03,30,1834,28176,Entre Rios
2021-03-03,34,363,14113,Formosa
2021-03-03,38,1351,21413,Jujuy
2021-03-03,42,838,12411,La Pampa
2021-03-03,46,822,12228,La Rioja
2021-03-03,50,4193,30863,Mendoza
2021-03-03,54,5168,32960,Misiones
2021-03-03,58,820,22903,Neuquen
2021-03-03,62,291,20344,Rio Negro
2021-03-03,66,1141,36439,Salta
2021-03-03,70,1195,14386,San Juan
2021-03-03,74,143,14151,San Luis
2021-03-03,78,307,10050,Santa Cruz
2021-03-03,82,4696,83261,Santa Fe
2021-03-03,86,307,19501,S del Estero
2021-03-03,90,2508,40735,Tucuman
2021-03-03,94,312,4100,T del Fuego
2021-03-04,2,3300,135129,CABA
2021-03-04,6,42041,486028,Buenos Aires
2021-03-04,10,947,10846,Catamarca
2021-03-04,14,11343,114718,Cordoba
2021-03-04,18,2001,22407,Corrientes
2021-03-04,22,2770,31938,Chaco
2021-03-04,26,1175,12895,Chubut
2021-03-04,30,2869,31045,Entre Rios
2021-03-04,34,4,14117,Formosa
2021-03-04,38,844,22257,Jujuy
2021-03-04,42,935,13346,La Pampa
2021-03-04,46,453,12681,La Rioja
2021-03-04,50,4262,35125,Mendoza
2021-03-04,54,3609,36569,Misiones
2021-03-04,58,1485,24388,Neuquen
2021-03-04,62,227,20571,Rio Negro
2021-03-04,66,2246,38685,Salta
2021-03-04,70,2691,17077,San Juan
2021-03-04,74,1619,15770,San Luis
2021-03-04,78,345,10395,Santa Cruz
2021-03-04,82,7133,90394,Santa Fe
2021-03-04,86,4136,23637,S del Estero
2021-03-04,90,2010,42745,Tucuman
2021-03-04,94,224,4324,T del Fuego
2021-03-05,2,2820,137949,CABA
2021-03-05,6,44689,530717,Buenos Aires
2021-03-05,10,1134,11980,Catamarca
2021-03-05,14,11274,125992,Cordoba
2021-03-05,18,2733,25140,Corrientes
2021-03-05,22,1936,33874,Chaco
2021-03-05,26,1313,14208,Chubut
2021-03-05,30,2355,33400,Entre Rios
2021-03-05,34,1,14118,Formosa
2021-03-05,38,647,22904,Jujuy
2021-03-05,42,834,14180,La Pampa
2021-03-05,46,213,12894,La Rioja
2021-03-05,50,4416,39541,Mendoza
2021-03-05,54,1995,38564,Misiones
2021-03-05,58,1371,25759,Neuquen
2021-03-05,62,1443,22014,Rio Negro
2021-03-05,66,2501,41186,Salta
2021-03-05,70,2358,19435,San Juan
2021-03-05,74,1005,16775,San Luis
2021-03-05,78,529,10924,Santa Cruz
2021-03-05,82,7401,97795,Santa Fe
2021-03-05,86,3751,27388,S del Estero
2021-03-05,90,2151,44896,Tucuman
2021-03-05,94,241,4565,T del Fuego
2021-03-06,2,2939,140888,CABA
2021-03-06,6,34028,564745,Buenos Aires
2021-03-06,10,1196,13176,Catamarca
2021-03-06,14,3430,129422,Cordoba
2021-03-06,18,1916,27056,Corrientes
2021-03-06,22,283,34157,Chaco
2021-03-06,26,429,14637,Chubut
2021-03-06,30,444,33844,Entre Rios
2021-03-06,34,1302,15420,Formosa
2021-03-06,38,61,22965,Jujuy
2021-03-06,42,272,14452,La Pampa
2021-03-06,46,158,13052,La Rioja
2021-03-06,50,52,39593,Mendoza
2021-03-06,54,152,38716,Misiones
2021-03-06,58,98,25857,Neuquen
2021-03-06,62,320,22334,Rio Negro
2021-03-06,66,294,41480,Salta
2021-03-06,70,2,19437,San Juan
2021-03-06,74,1386,18161,San Luis
2021-03-06,78,281,11205,Santa Cruz
2021-03-06,82,2098,99893,Santa Fe
2021-03-06,86,123,27511,S del Estero
2021-03-06,94,23,4588,T del Fuego
2021-03-07,2,2828,143716,CABA
2021-03-07,6,6325,571070,Buenos Aires
2021-03-07,10,9,13185,Catamarca
2021-03-07,14,20,129442,Cordoba
2021-03-07,18,7,27063,Corrientes
2021-03-07,22,12,34169,Chaco
2021-03-07,26,478,15115,Chubut
2021-03-07,30,30,33874,Entre Rios
2021-03-07,34,1119,16539,Formosa
2021-03-07,38,4,22969,Jujuy
2021-03-07,42,207,14659,La Pampa
2021-03-07,46,110,13162,La Rioja
2021-03-07,50,14,39607,Mendoza
2021-03-07,54,40,38756,Misiones
2021-03-07,58,438,26295,Neuquen
2021-03-07,66,3,41483,Salta
2021-03-07,70,6,19443,San Juan
2021-03-07,82,10,99903,Santa Fe
2021-03-07,86,63,27574,S del Estero
2021-03-07,90,11,44907,Tucuman
2021-03-08,2,4841,148557,CABA
2021-03-08,6,44711,615781,Buenos Aires
2021-03-08,10,517,13702,Catamarca
2021-03-08,14,6613,136055,Cordoba
2021-03-08,18,858,27921,Corrientes
2021-03-08,22,1779,35948,Chaco
2021-03-08,26,1834,16949,Chubut
2021-03-08,30,1736,35610,Entre Rios
2021-03-08,34,1560,18099,Formosa
2021-03-08,38,47,23016,Jujuy
2021-03-08,42,1772,16431,La Pampa
2021-03-08,46,825,13987,La Rioja
2021-03-08,50,6468,46075,Mendoza
2021-03-08,54,386,39142,Misiones
2021-03-08,58,1276,27571,Neuquen
2021-03-08,62,832,23166,Rio Negro
2021-03-08,66,3017,44500,Salta
2021-03-08,70,2037,21480,San Juan
2021-03-08,74,1399,19560,San Luis
2021-03-08,78,788,11993,Santa Cruz
2021-03-08,82,9133,109036,Santa Fe
2021-03-08,86,2004,29578,S del Estero
2021-03-08,90,5461,50368,Tucuman
2021-03-08,94,264,4852,T del Fuego
2021-03-09,2,10842,159399,CABA
2021-03-09,6,34821,650602,Buenos Aires
2021-03-09,10,843,14545,Catamarca
2021-03-09,14,10214,146269,Cordoba
2021-03-09,18,3176,31097,Corrientes
2021-03-09,22,4070,40018,Chaco
2021-03-09,26,1988,18937,Chubut
2021-03-09,30,2365,37975,Entre Rios
2021-03-09,34,5599,23698,Formosa
2021-03-09,38,1178,24194,Jujuy
2021-03-09,42,1113,17544,La Pampa
2021-03-09,46,767,14754,La Rioja
2021-03-09,50,8217,54292,Mendoza
2021-03-09,54,626,39768,Misiones
2021-03-09,58,2374,29945,Neuquen
2021-03-09,62,798,23964,Rio Negro
2021-03-09,66,4195,48695,Salta
2021-03-09,70,1692,23172,San Juan
2021-03-09,74,2058,21618,San Luis
2021-03-09,78,1495,13488,Santa Cruz
2021-03-09,82,7917,116953,Santa Fe
2021-03-09,86,1546,31124,S del Estero
2021-03-09,90,5338,55706,Tucuman
2021-03-09,94,454,5306,T del Fuego
2021-03-10,2,12629,172028,CABA
2021-03-10,6,60970,711572,Buenos Aires
2021-03-10,10,1104,15649,Catamarca
2021-03-10,14,20288,166557,Cordoba
2021-03-10,18,3504,34601,Corrientes
2021-03-10,22,4140,44158,Chaco
2021-03-10,26,1453,20390,Chubut
2021-03-10,30,4246,42221,Entre Rios
2021-03-10,34,101,23799,Formosa
2021-03-10,38,706,24900,Jujuy
